1,1482.31,29.02839042,1
2,731.7166,18.95088278,2.025797966
3,488.5088,13.41078345,3.034356802
4,367.7168,7.01185929,4.031118513
5,297.8538,4.61525814,4.976636189
6,250.8676,3.593679493,5.908734328
7,208.4268,0.7201202677,7.111897318
8,182.2474,0.2584391611,8.133504237
9,165.6546,1.18805042,8.948197032
10,146.7288,0.1394980287,10.10237936
11,140.2658,0.1428590214,10.56786473
12,122.723,0.1794045707,12.07850199
13,113.7768,0.1663691678,13.0282272
14,107.3044,0.6081696309,13.81406541
15,100.5134,1.00648686,14.74738692
16,93.0766,0.106723006,15.92569991
17,87.6526,0.06022291923,16.91119259
18,82.8596,0.05148592041,17.88941776
19,78.9946,0.1466775375,18.76470037
20,75.2278,0.1111966726,19.70428485
21,73.4446,2.155990213,20.18269553
22,68.6296,0.07428526099,21.59869794
23,65.673,0.04433959855,22.57107183
24,63.5628,0.05998916569,23.32040124
25,61.2504,0.1882732057,24.20082155
26,59.2594,0.6924458824,25.01392184
27,56.5016,0.02868449058,26.23483229
28,54.5732,0.03252998617,27.161867
29,53.3458,0.2862633403,27.78681733
30,54.945,1.164411225,26.97806898
31,50.7262,0.3457444143,29.22178283
32,48.5218,0.1490426114,30.54936132